0.0521875	-0.0536947	0.0139921	-0.292644	0.229986	-0.183432	2.3123
-0.126402	-0.0327559	0.0505984	0.225478	0.413646	0.148754	2.28971
0.329775	-0.240306	-0.243251	-0.487553	0.291814	0.185003	2.70342
0.332857	0.0739812	-0.347392	-0.252617	0.215079	-0.0320151	2.34369
0.0428356	-0.109077	0.121936	-0.225712	0.609754	-0.256966	2.52079
0.00651692	0.086876	0.0160178	0.0425126	-0.0966258	0.10032	2.11444
-0.182008	0.0704942	0.0908479	0.17661	-0.115905	-0.118178	2.30562
-0.317408	-0.0235016	-0.286633	0.51277	-0.2989	-0.599618	2.39691
0.00178711	-0.000627074	-0.000200744	-0.203332	0.360128	-0.434516	2.25573
-0.239392	0.132497	0.215147	0.0345371	-0.0477258	0.00236719	2.2191
0.155618	-0.0825479	-0.0228485	-0.337	-0.159771	0.390148	2.33199
-0.0980984	0.751603	-0.0955123	0.169688	-0.341953	-0.353743	2.6994
-0.141215	0.0678325	0.0463101	0.261515	-0.110864	0.0856075	2.27758
-0.102989	-0.0705509	0.0103721	0.0403888	-0.019022	-0.0171835	2.08992
0.0852478	-0.0616637	-0.0828714	-0.0991587	-0.0743289	0.0446093	2.11525
-0.034956	-0.00316501	0.0107839	0.114248	0.0413287	-0.000378549	2.13919
-0.0146956	-0.143295	0.0245111	-0.0218181	0.0491619	-0.00574724	2.15143
0.0482313	-0.051028	0.0223278	-0.165155	-0.0660146	-0.0404546	2.10854
-0.0159882	0.02803	0.0191406	0.19987	0.0909449	0.0704137	2.03636
-0.0723658	-0.182333	-0.0780318	0.0645193	0.154783	0.00458262	2.25381
-0.0225674	0.0440399	-0.00965478	0.0405678	0.0125943	-0.0135117	2.0138
0.00693199	-0.051513	-0.0156361	-0.0314688	-0.00896303	-0.022083	1.9677
-0.0168461	-0.122063	-0.0478164	-0.000529866	0.0227296	-0.00826836	2.11469
0.318141	0.187945	0.289309	-0.186034	-0.29471	0.335557	2.31283
0.0943435	-0.0847049	0.0699002	-0.0621186	0.0502616	0.0581949	2.10579
-0.0237307	-0.0952548	0.068811	0.0394994	0.138763	-0.0892449	2.21556
0.05929	-0.326535	-0.288417	-0.151912	0.274514	0.0549053	2.44593
-0.121304	0.0643393	0.110034	0.0833642	-0.0599274	-0.0564381	2.21439
-0.041232	-0.00388711	0.0138175	0.153948	-0.0275615	0.106186	2.12453
0.0688478	0.593724	0.444761	-0.0654075	-0.490731	0.0653668	2.72108
-0.277183	-0.125905	0.00229468	0.110537	-0.0457037	-0.0918449	2.21733
-0.326978	0.0550523	0.0845046	0.297087	0.0471198	0.22372	2.36049
-0.31576	-0.698045	-0.592898	0.30097	0.300708	-0.279397	2.65728
0.17566	0.153294	-0.178359	-0.0818659	0.0330136	0.0246557	2.17823
0.0817294	0.046124	0.00798597	-0.249091	0.178916	0.306709	2.18302
-0.274554	-0.0716649	0.134346	0.226727	0.140734	0.137881	2.30144
0.0202302	-0.00290384	0.0203525	-0.0328261	-0.0759438	-0.0400839	2.06732
-0.00661131	0.119222	-0.133769	0.025214	-0.0719728	-0.0381498	2.08485
-0.200541	0.169803	0.209201	0.0720592	-0.119359	0.135646	2.15142
-0.0938848	0.0594292	0.0665811	0.0537904	0.0250672	-0.0380519	2.12372
0.12656	-0.119741	0.0751237	-0.481944	0.586792	0.699688	2.54507
-0.171442	0.177644	0.00265353	0.126732	0.0357732	0.0317201	2.16768
0.122972	-0.0619976	-0.120759	-0.0136285	0.0449248	-0.0167933	2.07863
0.0677103	0.21568	0.203127	-0.125509	0.0103638	0.146772	2.02527
-0.00509271	0.00309992	-0.000971227	0.00522735	0.00576876	0.00393278	2.00683
-0.0195705	0.239868	0.104325	0.0470996	-0.206728	0.140642	2.24509
0.00423887	0.03809	-0.0243857	-0.00794767	-0.0169852	-0.00973598	2.04673
0.0476173	-0.325844	-0.277486	0.0434987	0.141539	0.089516	2.37548
-0.110718	0.0461461	-0.123514	0.0971997	0.0870592	0.0141611	2.1213
0.0871851	-0.116726	0.149515	-0.0189512	0.0299523	-0.0397892	2.19969
